"player"	"number"	"team"	"league"	"nationality"	"region"	"height"	"weight"	"age"	"foot"	"position"	"attacking"	"ball_control"	"dribbling"	"low_pass"	"air_pass"	"finishing"	"place_kicking"	"swerve"	"header"	"defensive"	"ball_winning"	"kicking_power"	"speed"	"explosive_power"	"unwavering_balance"	"physical_contact"	"jump"	"goalkeeping"	"gk_catch"	"clearing"	"reflexes"	"coverage"	"stamina"	"weak_foot_usage"	"weak_foot_accuracy"	"form"	"injury_resistance"	"overall"
"P. POGBA"	"6"	"MAN RED"	"English League"	"FRANCE"	"Europe"	"191"	"84"	"25"	"Right foot"	"CMF"	"80"	"86"	"83"	"84"	"85"	"70"	"78"	"80"	"72"	"64"	"65"	"88"	"78"	"75"	"73"	"91"	"85"	"40"	"40"	"40"	"40"	"40"	"86"	"2"	"3"	"5"	"3"	"86"
"L. INSIGNE"	"24"	"NAPOLI"	"Italian League"	"ITALY"	"Europe"	"163"	"59"	"27"	"Right foot"	"LWF"	"83"	"89"	"85"	"84"	"87"	"81"	"83"	"82"	"55"	"56"	"50"	"77"	"85"	"89"	"84"	"58"	"64"	"40"	"40"	"40"	"40"	"40"	"89"	"2"	"2"	"6"	"3"	"86"
"S. MANÉ"	"10"	"LIVERPOOL"	"English League"	"SENEGAL"	"Africa"	"175"	"69"	"26"	"Right foot"	"LWF"	"83"	"85"	"86"	"77"	"71"	"82"	"66"	"73"	"63"	"51"	"55"	"79"	"93"	"94"	"83"	"70"	"73"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"3"	"6"	"3"	"86"
"N. FEKIR"	"18"	"OLYMPIQUE LYONNAIS"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"173"	"72"	"25"	"Left foot"	"AMF"	"85"	"86"	"89"	"79"	"80"	"84"	"83"	"80"	"60"	"46"	"49"	"87"	"81"	"82"	"85"	"77"	"64"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"3"	"6"	"2"	"86"
"SAÚL"	"8"	"KB RED WHITE"	"Spanish League"	"SPAIN"	"Europe"	"181"	"70"	"24"	"Left foot"	"CMF"	"80"	"86"	"84"	"88"	"79"	"77"	"64"	"67"	"84"	"77"	"83"	"75"	"76"	"78"	"72"	"77"	"79"	"40"	"40"	"40"	"40"	"40"	"85"	"3"	"2"	"6"	"2"	"86"
"ROBERTO FIRMINO"	"9"	"LIVERPOOL"	"English League"	"BRAZIL"	"South America"	"181"	"76"	"27"	"Right foot"	"CF"	"85"	"86"	"86"	"84"	"74"	"84"	"69"	"80"	"72"	"50"	"60"	"80"	"80"	"79"	"81"	"78"	"82"	"40"	"40"	"40"	"40"	"40"	"88"	"2"	"3"	"6"	"2"	"86"
"J. KIMMICH"	NA	"Free Agents"	"Free Agent"	"GERMANY"	"Europe"	"176"	"73"	"23"	"Right foot"	"RB"	"66"	"82"	"80"	"85"	"83"	"68"	"69"	"78"	"72"	"78"	"79"	"78"	"76"	"79"	"84"	"70"	"81"	"40"	"40"	"40"	"40"	"40"	"88"	"2"	"2"	"6"	"2"	"86"
"K. MBAPPÉ"	"7"	"PSG"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"178"	"73"	"20"	"Right foot"	"RWF"	"84"	"87"	"89"	"78"	"67"	"85"	"60"	"65"	"74"	"60"	"52"	"78"	"90"	"92"	"80"	"68"	"72"	"40"	"40"	"40"	"40"	"40"	"80"	"3"	"3"	"6"	"3"	"86"
"V. KOMPANY"	"4"	"MAN BLUE"	"English League"	"BELGIUM"	"Europe"	"193"	"85"	"32"	"Right foot"	"CB"	"62"	"73"	"66"	"76"	"69"	"58"	"62"	"64"	"91"	"92"	"92"	"77"	"75"	"70"	"62"	"94"	"80"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"6"	"1"	"85"
"FÀBREGAS"	"4"	"LONDON FC"	"English League"	"SPAIN"	"Europe"	"180"	"77"	"31"	"Right foot"	"CMF"	"85"	"88"	"81"	"92"	"91"	"74"	"84"	"82"	"73"	"70"	"57"	"80"	"66"	"68"	"76"	"73"	"68"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"3"	"6"	"2"	"85"
"FILIPE LUIS"	"3"	"KB RED WHITE"	"Spanish League"	"BRAZIL"	"South America"	"183"	"73"	"33"	"Left foot"	"LB"	"78"	"83"	"79"	"79"	"84"	"59"	"74"	"79"	"69"	"82"	"86"	"72"	"84"	"80"	"67"	"74"	"66"	"40"	"40"	"40"	"40"	"40"	"91"	"1"	"2"	"7"	"2"	"85"
"FERNANDINHO"	"25"	"MAN BLUE"	"English League"	"BRAZIL"	"South America"	"179"	"67"	"33"	"Right foot"	"CMF"	"75"	"83"	"78"	"85"	"81"	"71"	"72"	"72"	"66"	"86"	"84"	"84"	"75"	"78"	"82"	"79"	"80"	"40"	"40"	"40"	"40"	"40"	"86"	"2"	"3"	"6"	"2"	"85"
"MIRANDA"	"23"	"INTERNAZIONALE"	"Italian League"	"BRAZIL"	"South America"	"186"	"78"	"34"	"Right foot"	"CB"	"59"	"75"	"66"	"75"	"67"	"64"	"64"	"64"	"87"	"91"	"90"	"74"	"75"	"72"	"68"	"86"	"84"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"2"	"5"	"2"	"85"
"AZPILICUETA"	"28"	"LONDON FC"	"English League"	"SPAIN"	"Europe"	"178"	"78"	"29"	"Right foot"	"CB"	"75"	"78"	"75"	"81"	"80"	"59"	"61"	"69"	"77"	"88"	"87"	"69"	"84"	"84"	"82"	"79"	"78"	"40"	"40"	"40"	"40"	"40"	"91"	"2"	"3"	"8"	"3"	"85"
"WILLIAN"	"22"	"LONDON FC"	"English League"	"BRAZIL"	"South America"	"175"	"77"	"30"	"Right foot"	"RWF"	"80"	"87"	"88"	"81"	"80"	"76"	"85"	"86"	"60"	"58"	"59"	"78"	"86"	"91"	"85"	"62"	"58"	"40"	"40"	"40"	"40"	"40"	"84"	"2"	"3"	"5"	"2"	"85"
"T. ALDERWEIRELD"	"4"	"NORTH EAST LONDON"	"English League"	"BELGIUM"	"Europe"	"186"	"81"	"29"	"Right foot"	"CB"	"65"	"72"	"66"	"79"	"83"	"60"	"69"	"68"	"88"	"91"	"88"	"86"	"71"	"68"	"59"	"83"	"88"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"5"	"2"	"85"
"H. MKHITARYAN"	"7"	"ARSENAL"	"English League"	"ARMENIA"	"Europe"	"177"	"75"	"29"	"Right foot"	"RMF"	"83"	"87"	"87"	"83"	"79"	"78"	"66"	"81"	"63"	"64"	"60"	"85"	"84"	"88"	"85"	"65"	"70"	"40"	"40"	"40"	"40"	"40"	"83"	"3"	"3"	"5"	"2"	"85"
"K. MANOLAS"	"44"	"ROMA"	"Italian League"	"GREECE"	"Europe"	"189"	"83"	"27"	"Right foot"	"CB"	"55"	"66"	"56"	"66"	"68"	"58"	"60"	"60"	"87"	"89"	"89"	"64"	"87"	"85"	"75"	"86"	"87"	"40"	"40"	"40"	"40"	"40"	"83"	"2"	"2"	"6"	"2"	"85"
"N. MATIC"	"31"	"MAN RED"	"English League"	"SERBIA"	"Europe"	"194"	"85"	"30"	"Left foot"	"DMF"	"71"	"81"	"79"	"85"	"83"	"68"	"69"	"70"	"82"	"87"	"87"	"80"	"76"	"72"	"63"	"88"	"72"	"40"	"40"	"40"	"40"	"40"	"85"	"2"	"2"	"6"	"3"	"85"
"JORDI ALBA"	"18"	"BARCELONA"	"Spanish League"	"SPAIN"	"Europe"	"170"	"68"	"29"	"Left foot"	"LB"	"77"	"82"	"80"	"80"	"74"	"73"	"64"	"73"	"62"	"78"	"79"	"64"	"92"	"90"	"76"	"66"	"71"	"40"	"40"	"40"	"40"	"40"	"86"	"1"	"2"	"6"	"3"	"85"
"A. LACAZETTE"	"9"	"ARSENAL"	"English League"	"FRANCE"	"Europe"	"175"	"73"	"27"	"Right foot"	"CF"	"86"	"83"	"83"	"78"	"68"	"85"	"72"	"76"	"74"	"49"	"52"	"80"	"86"	"83"	"86"	"76"	"76"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"3"	"5"	"2"	"85"
"W. SZCZESNY"	"1"	"PM BLACK WHITE"	"Italian League"	"POLAND"	"Europe"	"196"	"85"	"28"	"Right foot"	"GK"	"50"	"60"	"62"	"62"	"65"	"50"	"60"	"58"	"70"	"50"	"53"	"76"	"64"	"64"	"63"	"84"	"83"	"91"	"91"	"90"	"93"	"93"	"63"	"2"	"2"	"5"	"2"	"85"
"R. NAINGGOLAN"	"14"	"INTERNAZIONALE"	"Italian League"	"BELGIUM"	"Europe"	"176"	"65"	"30"	"Right foot"	"CMF"	"77"	"84"	"79"	"83"	"80"	"76"	"68"	"70"	"64"	"80"	"84"	"84"	"77"	"81"	"83"	"76"	"75"	"40"	"40"	"40"	"40"	"40"	"94"	"3"	"3"	"7"	"3"	"85"
"B. LENO"	"19"	"ARSENAL"	"English League"	"GERMANY"	"Europe"	"190"	"83"	"26"	"Right foot"	"GK"	"40"	"60"	"46"	"62"	"65"	"41"	"60"	"41"	"60"	"60"	"45"	"82"	"64"	"67"	"59"	"73"	"81"	"94"	"92"	"91"	"96"	"90"	"71"	"2"	"3"	"6"	"3"	"85"
"R. STERLING"	"7"	"MAN BLUE"	"English League"	"ENGLAND"	"Europe"	"170"	"69"	"24"	"Right foot"	"RWF"	"85"	"86"	"86"	"81"	"75"	"80"	"65"	"69"	"60"	"51"	"54"	"72"	"93"	"95"	"91"	"67"	"65"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"4"	"2"	"85"
"MARQUINHOS"	"5"	"PSG"	"Ligue 1 Conforama"	"BRAZIL"	"South America"	"183"	"75"	"24"	"Right foot"	"CB"	"60"	"82"	"74"	"82"	"80"	"57"	"60"	"74"	"83"	"86"	"87"	"72"	"80"	"78"	"77"	"79"	"87"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"2"	"6"	"3"	"85"
"M. VERRATTI"	"6"	"PSG"	"Ligue 1 Conforama"	"ITALY"	"Europe"	"165"	"60"	"26"	"Right foot"	"CMF"	"71"	"87"	"90"	"86"	"85"	"56"	"64"	"72"	"60"	"79"	"83"	"71"	"74"	"85"	"85"	"73"	"62"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"3"	"6"	"1"	"85"
"F. THAUVIN"	"26"	"OLYMPIQUE MARSEILLE"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"179"	"70"	"25"	"Left foot"	"RMF"	"85"	"86"	"87"	"83"	"85"	"80"	"75"	"83"	"76"	"54"	"53"	"84"	"81"	"88"	"86"	"70"	"70"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"7"	"3"	"85"
"K. KOULIBALY"	"26"	"NAPOLI"	"Italian League"	"SENEGAL"	"Africa"	"187"	"89"	"27"	"Right foot"	"CB"	"55"	"72"	"64"	"75"	"69"	"63"	"60"	"59"	"85"	"89"	"89"	"67"	"85"	"79"	"71"	"95"	"87"	"40"	"40"	"40"	"40"	"40"	"78"	"2"	"2"	"6"	"3"	"85"
"L. SANÉ"	"19"	"MAN BLUE"	"English League"	"GERMANY"	"Europe"	"183"	"75"	"22"	"Left foot"	"LWF"	"79"	"86"	"89"	"77"	"81"	"80"	"70"	"77"	"70"	"42"	"42"	"82"	"95"	"92"	"83"	"70"	"60"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"5"	"2"	"85"
"GABRIEL JESUS"	"33"	"MAN BLUE"	"English League"	"BRAZIL"	"South America"	"175"	"73"	"21"	"Right foot"	"CF"	"86"	"84"	"85"	"75"	"65"	"85"	"64"	"75"	"70"	"50"	"47"	"78"	"85"	"90"	"93"	"69"	"76"	"40"	"40"	"40"	"40"	"40"	"83"	"2"	"3"	"6"	"2"	"85"
"S. M. SAVIC"	"21"	"LAZIO"	"Italian League"	"SERBIA"	"Europe"	"192"	"82"	"23"	"Right foot"	"CMF"	"82"	"88"	"84"	"82"	"80"	"77"	"66"	"75"	"85"	"66"	"69"	"85"	"82"	"75"	"70"	"87"	"82"	"40"	"40"	"40"	"40"	"40"	"82"	"3"	"3"	"7"	"2"	"85"
"T. WERNER"	NA	"Free Agents"	"Free Agent"	"GERMANY"	"Europe"	"180"	"75"	"22"	"Right foot"	"CF"	"86"	"77"	"82"	"72"	"60"	"84"	"61"	"68"	"79"	"58"	"57"	"79"	"92"	"94"	"86"	"76"	"85"	"40"	"40"	"40"	"40"	"40"	"87"	"2"	"3"	"6"	"3"	"85"
"A. BARZAGLI"	"15"	"PM BLACK WHITE"	"Italian League"	"ITALY"	"Europe"	"187"	"88"	"37"	"Right foot"	"CB"	"63"	"73"	"74"	"77"	"76"	"60"	"58"	"66"	"78"	"94"	"92"	"79"	"77"	"71"	"68"	"86"	"80"	"40"	"40"	"40"	"40"	"40"	"77"	"2"	"2"	"6"	"2"	"84"
"PEPE"	"5"	"BESIKTAS"	"Spor Toto Süper Lig"	"PORTUGAL"	"Europe"	"188"	"81"	"35"	"Right foot"	"CB"	"65"	"72"	"70"	"75"	"70"	"60"	"62"	"62"	"87"	"90"	"88"	"73"	"78"	"78"	"68"	"90"	"83"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"7"	"2"	"84"
"R. FALCAO"	"9"	"MONACO"	"Ligue 1 Conforama"	"COLOMBIA"	"South America"	"177"	"72"	"32"	"Right foot"	"CF"	"90"	"85"	"75"	"70"	"66"	"89"	"76"	"80"	"86"	"46"	"47"	"80"	"75"	"76"	"75"	"78"	"87"	"40"	"40"	"40"	"40"	"40"	"74"	"2"	"3"	"6"	"1"	"84"
"B. MATUIDI"	"14"	"PM BLACK WHITE"	"Italian League"	"FRANCE"	"Europe"	"175"	"70"	"31"	"Left foot"	"CMF"	"72"	"77"	"77"	"83"	"80"	"73"	"63"	"76"	"73"	"86"	"85"	"78"	"79"	"81"	"78"	"77"	"82"	"40"	"40"	"40"	"40"	"40"	"93"	"2"	"2"	"5"	"3"	"84"
"M. DEMBÉLÉ"	"19"	"NORTH EAST LONDON"	"English League"	"BELGIUM"	"Europe"	"185"	"82"	"31"	"Left foot"	"CMF"	"73"	"85"	"86"	"84"	"78"	"65"	"60"	"64"	"68"	"78"	"80"	"85"	"77"	"78"	"73"	"90"	"76"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"6"	"2"	"84"
"NALDO"	"29"	"SCHALKE 04"	"Other European Leagues"	"BRAZIL"	"South America"	"198"	"91"	"36"	"Right foot"	"CB"	"65"	"74"	"67"	"72"	"67"	"66"	"80"	"70"	"91"	"88"	"86"	"95"	"74"	"67"	"66"	"90"	"75"	"40"	"40"	"40"	"40"	"40"	"82"	"3"	"3"	"8"	"3"	"84"
"R. JARSTEIN"	NA	"Free Agents"	"Free Agent"	"NORWAY"	"Europe"	"190"	"82"	"34"	"Right foot"	"GK"	"49"	"60"	"56"	"57"	"65"	"45"	"63"	"49"	"60"	"70"	"53"	"80"	"70"	"73"	"63"	"89"	"86"	"92"	"91"	"84"	"91"	"92"	"67"	"1"	"2"	"7"	"3"	"84"
"D. PAYET"	"10"	"OLYMPIQUE MARSEILLE"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"175"	"77"	"31"	"Right foot"	"AMF"	"80"	"88"	"83"	"83"	"88"	"76"	"90"	"87"	"60"	"51"	"50"	"83"	"76"	"80"	"84"	"75"	"62"	"40"	"40"	"40"	"40"	"40"	"81"	"3"	"4"	"7"	"2"	"84"
"RUI PATRÍCIO"	"11"	"WM GOLD"	"English League"	"PORTUGAL"	"Europe"	"190"	"84"	"30"	"Left foot"	"GK"	"40"	"61"	"58"	"55"	"63"	"45"	"55"	"45"	"60"	"65"	"60"	"83"	"69"	"71"	"70"	"82"	"83"	"92"	"89"	"83"	"92"	"92"	"72"	"2"	"2"	"7"	"3"	"84"
"J. VERTONGHEN"	"5"	"NORTH EAST LONDON"	"English League"	"BELGIUM"	"Europe"	"189"	"86"	"31"	"Left foot"	"CB"	"65"	"76"	"72"	"79"	"76"	"65"	"73"	"63"	"85"	"86"	"88"	"86"	"71"	"73"	"65"	"84"	"83"	"40"	"40"	"40"	"40"	"40"	"81"	"2"	"2"	"5"	"2"	"84"
"S. RUFFIER"	"16"	"SAINT-ÉTIENNE"	"Ligue 1 Conforama"	"FRANCE"	"Europe"	"188"	"93"	"32"	"Right foot"	"GK"	"42"	"55"	"43"	"55"	"56"	"41"	"55"	"49"	"64"	"49"	"42"	"73"	"60"	"61"	"65"	"84"	"79"	"92"	"91"	"91"	"89"	"90"	"57"	"1"	"2"	"6"	"3"	"84"
"F. FAZIO"	"20"	"ROMA"	"Italian League"	"ARGENTINA"	"South America"	"195"	"85"	"31"	"Right foot"	"CB"	"58"	"72"	"64"	"75"	"75"	"58"	"56"	"59"	"90"	"89"	"89"	"77"	"69"	"66"	"75"	"93"	"77"	"40"	"40"	"40"	"40"	"40"	"84"	"2"	"2"	"7"	"2"	"84"
"SOKRATIS P."	"5"	"ARSENAL"	"English League"	"GREECE"	"Europe"	"186"	"85"	"30"	"Right foot"	"CB"	"56"	"67"	"60"	"71"	"68"	"55"	"55"	"63"	"86"	"87"	"90"	"81"	"82"	"77"	"81"	"88"	"80"	"40"	"40"	"40"	"40"	"40"	"80"	"1"	"1"	"6"	"2"	"84"
"M. BALOTELLI"	"9"	"NICE"	"Ligue 1 Conforama"	"ITALY"	"Europe"	"189"	"88"	"28"	"Right foot"	"CF"	"86"	"84"	"83"	"78"	"69"	"85"	"77"	"76"	"76"	"52"	"48"	"87"	"82"	"81"	"64"	"85"	"79"	"40"	"40"	"40"	"40"	"40"	"76"	"2"	"3"	"5"	"2"	"84"
"A. RAMSEY"	"8"	"ARSENAL"	"English League"	"WALES"	"Europe"	"178"	"76"	"28"	"Right foot"	"CMF"	"83"	"85"	"83"	"84"	"82"	"75"	"70"	"72"	"63"	"71"	"72"	"80"	"72"	"73"	"82"	"71"	"69"	"40"	"40"	"40"	"40"	"40"	"90"	"2"	"2"	"6"	"2"	"84"
"JOSÉ CALLEJÓN"	"7"	"NAPOLI"	"Italian League"	"SPAIN"	"Europe"	"178"	"73"	"31"	"Right foot"	"RWF"	"85"	"84"	"81"	"80"	"74"	"82"	"70"	"75"	"65"	"66"	"62"	"80"	"86"	"84"	"75"	"64"	"75"	"40"	"40"	"40"	"40"	"40"	"93"	"2"	"2"	"6"	"3"	"84"
"I. PERIŠIC"	"44"	"INTERNAZIONALE"	"Italian League"	"CROATIA"	"Europe"	"186"	"79"	"29"	"Right foot"	"LMF"	"83"	"85"	"85"	"81"	"78"	"82"	"76"	"76"	"79"	"59"	"54"	"83"	"86"	"83"	"73"	"74"	"81"	"40"	"40"	"40"	"40"	"40"	"87"	"3"	"4"	"5"	"2"	"84"
"O. GIROUD"	"18"	"LONDON FC"	"English League"	"FRANCE"	"Europe"	"192"	"88"	"32"	"Left foot"	"CF"	"86"	"85"	"75"	"80"	"69"	"85"	"67"	"75"	"93"	"52"	"50"	"87"	"67"	"65"	"67"	"92"	"85"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"2"	"4"	"2"	"84"
"DANI PAREJO"	"10"	"ED WHITE ORANGE"	"Spanish League"	"SPAIN"	"Europe"	"180"	"73"	"29"	"Right foot"	"CMF"	"75"	"89"	"80"	"91"	"87"	"65"	"86"	"82"	"61"	"65"	"65"	"77"	"68"	"72"	"71"	"73"	"67"	"40"	"40"	"40"	"40"	"40"	"78"	"3"	"3"	"6"	"2"	"84"
"L. KOSCIELNY"	"6"	"ARSENAL"	"English League"	"FRANCE"	"Europe"	"186"	"75"	"33"	"Right foot"	"CB"	"56"	"72"	"67"	"76"	"70"	"58"	"60"	"57"	"87"	"86"	"89"	"69"	"80"	"79"	"67"	"81"	"87"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"4"	"2"	"84"
"M. PERIN"	"22"	"PM BLACK WHITE"	"Italian League"	"ITALY"	"Europe"	"188"	"77"	"26"	"Right foot"	"GK"	"52"	"62"	"63"	"64"	"65"	"51"	"55"	"50"	"70"	"60"	"60"	"80"	"73"	"78"	"73"	"74"	"86"	"95"	"87"	"87"	"94"	"89"	"66"	"2"	"2"	"6"	"1"	"84"
"JUAN CUADRADO"	"16"	"PM BLACK WHITE"	"Italian League"	"COLOMBIA"	"South America"	"179"	"71"	"30"	"Right foot"	"RMF"	"76"	"84"	"87"	"77"	"80"	"73"	"73"	"78"	"73"	"56"	"57"	"84"	"88"	"88"	"80"	"65"	"75"	"40"	"40"	"40"	"40"	"40"	"84"	"2"	"3"	"5"	"2"	"84"
"S. DE VRIJ"	"6"	"INTERNAZIONALE"	"Italian League"	"NETHERLANDS"	"Europe"	"188"	"78"	"26"	"Right foot"	"CB"	"65"	"76"	"74"	"76"	"80"	"60"	"60"	"69"	"85"	"88"	"87"	"77"	"75"	"72"	"66"	"85"	"80"	"40"	"40"	"40"	"40"	"40"	"80"	"3"	"3"	"6"	"2"	"84"
"ANTHONY LOPES"	"1"	"OLYMPIQUE LYONNAIS"	"Ligue 1 Conforama"	"PORTUGAL"	"Europe"	"184"	"81"	"28"	"Left foot"	"GK"	"46"	"62"	"57"	"64"	"59"	"46"	"55"	"54"	"61"	"65"	"62"	"79"	"62"	"68"	"64"	"75"	"89"	"93"	"89"	"90"	"94"	"87"	"68"	"2"	"2"	"4"	"3"	"84"
"K. WALKER"	"2"	"MAN BLUE"	"English League"	"ENGLAND"	"Europe"	"178"	"70"	"28"	"Right foot"	"RB"	"66"	"75"	"75"	"78"	"75"	"60"	"69"	"71"	"71"	"75"	"79"	"83"	"95"	"88"	"61"	"80"	"80"	"40"	"40"	"40"	"40"	"40"	"87"	"1"	"2"	"4"	"2"	"84"
"A. GÓMEZ"	"10"	"ATALANTA"	"Italian League"	"ARGENTINA"	"South America"	"165"	"68"	"30"	"Right foot"	"SS"	"78"	"88"	"88"	"83"	"85"	"77"	"83"	"86"	"60"	"40"	"40"	"83"	"82"	"92"	"86"	"60"	"63"	"40"	"40"	"40"	"40"	"40"	"77"	"4"	"4"	"5"	"3"	"84"
"SON HEUNG-MIN"	"7"	"NORTH EAST LONDON"	"English League"	"REPUBLIC OF KOREA"	"Asia-Oceania"	"183"	"79"	"26"	"Right foot"	"LMF"	"84"	"85"	"86"	"78"	"77"	"84"	"70"	"79"	"65"	"48"	"52"	"83"	"86"	"87"	"76"	"65"	"63"	"40"	"40"	"40"	"40"	"40"	"82"	"4"	"3"	"5"	"2"	"84"
"G. KONDOGBIA"	"6"	"ED WHITE ORANGE"	"Spanish League"	"FRANCE"	"Europe"	"188"	"76"	"25"	"Left foot"	"CMF"	"78"	"86"	"78"	"83"	"81"	"74"	"66"	"67"	"77"	"75"	"83"	"88"	"79"	"74"	"75"	"90"	"75"	"40"	"40"	"40"	"40"	"40"	"85"	"1"	"1"	"4"	"3"	"84"
"ÁLVARO MORATA"	"29"	"LONDON FC"	"English League"	"SPAIN"	"Europe"	"189"	"85"	"26"	"Right foot"	"CF"	"86"	"83"	"83"	"78"	"73"	"83"	"64"	"77"	"86"	"44"	"44"	"81"	"86"	"80"	"70"	"80"	"81"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"3"	"4"	"2"	"84"
"LUIZ GUSTAVO"	"19"	"OLYMPIQUE MARSEILLE"	"Ligue 1 Conforama"	"BRAZIL"	"South America"	"187"	"78"	"31"	"Left foot"	"DMF"	"66"	"79"	"77"	"83"	"81"	"62"	"60"	"64"	"78"	"88"	"89"	"77"	"77"	"78"	"80"	"84"	"77"	"40"	"40"	"40"	"40"	"40"	"85"	"1"	"3"	"7"	"3"	"84"
"NETO"	"13"	"ED WHITE ORANGE"	"Spanish League"	"BRAZIL"	"South America"	"192"	"84"	"29"	"Right foot"	"GK"	"40"	"57"	"54"	"58"	"62"	"53"	"55"	"57"	"70"	"56"	"57"	"74"	"70"	"70"	"64"	"86"	"83"	"90"	"87"	"87"	"94"	"92"	"62"	"2"	"2"	"6"	"3"	"84"
"M. BATSHUAYI"	"23"	"ED WHITE ORANGE"	"Spanish League"	"BELGIUM"	"Europe"	"184"	"88"	"25"	"Right foot"	"CF"	"85"	"82"	"79"	"76"	"68"	"83"	"61"	"68"	"80"	"49"	"53"	"84"	"85"	"83"	"77"	"85"	"83"	"40"	"40"	"40"	"40"	"40"	"79"	"2"	"3"	"5"	"3"	"84"
"I. GÜNDOGAN"	"8"	"MAN BLUE"	"English League"	"GERMANY"	"Europe"	"180"	"80"	"28"	"Right foot"	"CMF"	"76"	"87"	"86"	"89"	"82"	"68"	"74"	"80"	"60"	"78"	"69"	"76"	"76"	"79"	"82"	"73"	"67"	"40"	"40"	"40"	"40"	"40"	"74"	"3"	"3"	"4"	"1"	"84"
"J. DRAXLER"	"23"	"PSG"	"Ligue 1 Conforama"	"GERMANY"	"Europe"	"187"	"76"	"25"	"Right foot"	"LWF"	"82"	"89"	"88"	"87"	"83"	"81"	"70"	"82"	"61"	"52"	"54"	"83"	"79"	"85"	"80"	"65"	"63"	"40"	"40"	"40"	"40"	"40"	"75"	"2"	"4"	"6"	"3"	"84"
"R. FÄHRMANN"	"1"	"SCHALKE 04"	"Other European Leagues"	"GERMANY"	"Europe"	"196"	"95"	"30"	"Right foot"	"GK"	"42"	"60"	"54"	"58"	"69"	"47"	"57"	"47"	"70"	"57"	"49"	"84"	"70"	"68"	"70"	"92"	"75"	"93"	"92"	"86"	"91"	"94"	"66"	"1"	"1"	"7"	"3"	"84"
"H. ZIYECH"	"22"	"AJAX"	"Eredivisie"	"MOROCCO"	"Africa"	"183"	"68"	"25"	"Left foot"	"AMF"	"77"	"84"	"82"	"84"	"88"	"74"	"81"	"84"	"65"	"63"	"67"	"83"	"79"	"80"	"81"	"71"	"70"	"40"	"40"	"40"	"40"	"40"	"80"	"2"	"2"	"6"	"3"	"84"
"J. PICKFORD"	"1"	"MERSEYSIDE BLUE"	"English League"	"ENGLAND"	"Europe"	"185"	"77"	"24"	"Left foot"	"GK"	"44"	"57"	"53"	"60"	"73"	"44"	"59"	"48"	"65"	"60"	"59"	"67"	"68"	"76"	"76"	"82"	"82"	"92"	"87"	"94"	"93"	"89"	"62"	"2"	"2"	"7"	"2"	"84"
"DANIEL CARVAJAL"	"2"	"MD WHITE"	"Spanish League"	"SPAIN"	"Europe"	"173"	"73"	"26"	"Right foot"	"RB"	"74"	"80"	"79"	"80"	"76"	"48"	"55"	"75"	"65"	"83"	"84"	"65"	"83"	"80"	"80"	"76"	"77"	"40"	"40"	"40"	"40"	"40"	"87"	"1"	"2"	"7"	"2"	"84"
"J. GIMÉNEZ"	"24"	"KB RED WHITE"	"Spanish League"	"URUGUAY"	"South America"	"185"	"80"	"23"	"Right foot"	"CB"	"60"	"69"	"66"	"74"	"67"	"57"	"59"	"59"	"85"	"87"	"87"	"76"	"77"	"75"	"68"	"86"	"90"	"40"	"40"	"40"	"40"	"40"	"82"	"2"	"2"	"5"	"3"	"84"
"L. GORETZKA"	NA	"Free Agents"	"Free Agent"	"GERMANY"	"Europe"	"189"	"79"	"23"	"Right foot"	"CMF"	"75"	"85"	"83"	"85"	"76"	"73"	"78"	"77"	"75"	"73"	"77"	"80"	"83"	"80"	"80"	"77"	"72"	"40"	"40"	"40"	"40"	"40"	"85"	"2"	"2"	"6"	"3"	"84"
"R. MAHREZ"	"26"	"MAN BLUE"	"English League"	"ALGERIA"	"Africa"	"179"	"67"	"27"	"Left foot"	"RMF"	"82"	"89"	"88"	"81"	"81"	"77"	"76"	"82"	"60"	"58"	"57"	"78"	"80"	"87"	"83"	"62"	"64"	"40"	"40"	"40"	"40"	"40"	"78"	"1"	"2"	"6"	"2"	"84"
